"TIMESTAMP"	"VWC_5cm"	"VWC_10cm"	"VWC_20cm"	"VWC_30cm"	"VWC_40cm"	"VWC_50cm"	"VWC_60cm"	"VWC_75cm"	"VWC_100cm"
"2025-04-22 12:15:00"	0.1313075	0.1538327	0.1805239	0.2227054	0.2343812	0.2246601	0.2326011	0.2465536	0.3642126
"2025-04-22 12:30:00"	0.1286741	0.1536343	0.1793621	0.2222803	0.2340962	0.2247119	0.2304901	0.2470406	0.3616295
"2025-04-22 12:45:00"	0.126326	0.1523767	0.1808253	0.2196724	0.2357701	0.2258894	0.2304611	0.2460452	0.3645664
"2025-04-22 13:00:00"	0.1264005	0.151197	0.1810372	0.2207025	0.2339483	0.224114	0.2314411	0.2469685	0.364219
"2025-04-22 13:15:00"	0.1232424	0.1509349	0.181862	0.2217338	0.2366438	0.2212873	0.2299578	0.2460606	0.3638302
"2025-04-22 13:30:00"	0.1236128	0.1498733	0.1782401	0.2199599	0.2340708	0.2220156	0.2318019	0.2436435	0.3641295
"2025-04-22 13:45:00"	0.1214857	0.1504154	0.177568	0.2219924	0.2332077	0.2195056	0.2296441	0.2452922	0.3648207
"2025-04-22 14:00:00"	0.1201775	0.1483553	0.1807593	0.2197798	0.2346532	0.2214596	0.2305641	0.2459377	0.3629233
"2025-04-22 14:15:00"	0.1225022	0.1508714	0.180432	0.2198687	0.2343509	0.2209604	0.2299983	0.2465974	0.3635567
"2025-04-22 14:30:00"	0.1204202	0.1477759	0.1814419	0.2206998	0.2335987	0.2193107	0.2278777	0.2455862	0.3615642
"2025-04-22 14:45:00"	0.1175103	0.146901	0.1810972	0.2188304	0.2343546	0.2201359	0.2303832	0.2458292	0.3611843
"2025-04-22 15:00:00"	0.1169971	0.1474662	0.1797612	0.2218451	0.2342084	0.2209361	0.2302887	0.2469357	0.3620398
"2025-04-22 15:15:00"	0.1186565	0.1480349	0.1806405	0.2206869	0.2341435	0.2202951	0.2299966	0.2463486	0.3628968
"2025-04-22 15:30:00"	0.1164974	0.1462403	0.1776063	0.2197976	0.2347921	0.2224926	0.2292467	0.2472987	0.3606674
"2025-04-22 15:45:00"	0.1136512	0.1472169	0.1805195	0.2201578	0.2327563	0.2226982	0.2308667	0.2464495	0.3635634
"2025-04-22 16:00:00"	0.1137843	0.1471072	0.1796718	0.2175082	0.2337778	0.220577	0.2321728	0.2458637	0.3597244
"2025-04-22 16:15:00"	0.1134212	0.1479365	0.1788069	0.2190954	0.2326969	0.2224561	0.2314626	0.2455887	0.3613916
"2025-04-22 16:30:00"	0.1144309	0.144278	0.1794209	0.2214591	0.2325124	0.222198	0.2275414	0.2436249	0.3589082
"2025-04-22 16:45:00"	0.1101403	0.1442777	0.1766701	0.2188523	0.2322174	0.2205053	0.2299144	0.2443926	0.3615431
"2025-04-22 17:00:00"	0.1100296	0.1450766	0.179357	0.221273	0.2349036	0.2216615	0.2304031	0.2454656	0.3602803
"2025-04-22 17:15:00"	0.1128795	0.1458588	0.1813053	0.2220751	0.2344797	0.2207391	0.23094	0.247376	0.3594624
