"TIMESTAMP"	"Temp_5cm"	"Temp_10cm"	"Temp_20cm"	"Temp_30cm"	"Temp_40cm"	"Temp_50cm"	"Temp_60cm"	"Temp_75cm"	"Temp_100cm"
"2025-04-22 12:45:00"	27.19119	25.09228	24.27606	24.33816	24.49386	24.74453	24.96542	25.18777	25.31546
"2025-04-22 13:00:00"	26.52075	25.12408	24.27606	24.30709	24.46267	24.74453	24.96542	25.15591	25.31546
"2025-04-22 13:15:00"	26.28933	25.12408	24.30709	24.33816	24.46267	24.74453	24.93377	25.15591	25.31546
"2025-04-22 13:30:00"	26.02682	25.15591	24.33816	24.33816	24.43151	24.7131	24.93377	25.12408	25.31546
"2025-04-22 13:45:00"	25.92892	25.15591	24.36923	24.33816	24.43151	24.7131	24.90216	25.09228	25.28347
"2025-04-22 14:00:00"	25.79882	25.15591	24.40036	24.36923	24.43151	24.6817	24.87057	25.09228	25.28347
"2025-04-22 14:15:00"	25.73397	25.15591	24.46267	24.36923	24.43151	24.6817	24.90216	25.09228	25.28347
"2025-04-22 14:30:00"	25.79882	25.18777	24.49386	24.40036	24.43151	24.6817	24.87057	25.09228	25.31546
"2025-04-22 14:45:00"	26.02682	25.21963	24.52511	24.43151	24.43151	24.6817	24.87057	25.06054	25.28347
"2025-04-22 15:00:00"	26.0595	25.31546	24.55636	24.43151	24.43151	24.65032	24.87057	25.06054	25.28347
"2025-04-22 15:15:00"	25.96151	25.37951	24.61895	24.46267	24.46267	24.65032	24.83901	25.06054	25.28347
"2025-04-22 15:30:00"	25.89633	25.37951	24.65032	24.46267	24.46267	24.65032	24.83901	25.0288	25.28347
"2025-04-22 15:45:00"	25.92892	25.37951	24.6817	24.52511	24.49386	24.65032	24.83901	25.06054	25.28347
"2025-04-22 16:00:00"	25.89633	25.41159	24.74453	24.55636	24.49386	24.65032	24.83901	25.06054	25.28347
"2025-04-22 16:15:00"	25.73397	25.41159	24.776	24.55636	24.49386	24.65032	24.83901	25.0288	25.28347
"2025-04-22 16:30:00"	25.63693	25.41159	24.776	24.58767	24.52511	24.65032	24.80749	25.0288	25.28347
"2025-04-22 16:45:00"	25.54019	25.37951	24.83901	24.61895	24.52511	24.65032	24.83901	25.0288	25.28347
"2025-04-22 17:00:00"	25.41159	25.34747	24.87057	24.65032	24.55636	24.65032	24.80749	25.0288	25.28347
"2025-04-22 17:15:00"	25.28347	25.28347	24.87057	24.65032	24.55636	24.6817	24.83901	24.9971	25.28347
"2025-04-22 17:30:00"	25.12408	25.25155	24.90216	24.6817	24.58767	24.6817	24.80749	25.0288	25.25155
"2025-04-22 17:45:00"	24.9971	25.18777	24.90216	24.7131	24.58767	24.7131	24.83901	24.9971	25.28347
"2025-04-22 18:00:00"	24.83901	25.12408	24.90216	24.74453	24.61895	24.7131	24.83901	24.9971	25.25155
"2025-04-22 18:15:00"	24.6817	25.06054	24.93377	24.776	24.61895	24.7131	24.80749	25.0288	25.25155
"2025-04-22 18:30:00"	24.52511	24.96542	24.90216	24.776	24.65032	24.7131	24.83901	24.9971	25.25155
"2025-04-22 18:45:00"	24.40036	24.83901	24.90216	24.776	24.65032	24.7131	24.83901	24.9971	25.25155
"2025-04-22 19:00:00"	24.21405	24.776	24.87057	24.80749	24.6817	24.74453	24.83901	24.9971	25.25155
"2025-04-22 19:15:00"	24.12133	24.6817	24.87057	24.80749	24.6817	24.74453	24.83901	24.9971	25.25155
"2025-04-22 19:30:00"	23.99801	24.61895	24.83901	24.80749	24.7131	24.74453	24.83901	24.9971	25.25155
"2025-04-22 19:45:00"	23.87518	24.52511	24.80749	24.83901	24.7131	24.74453	24.80749	24.9971	25.25155
"2025-04-22 20:00:00"	23.75277	24.43151	24.80749	24.83901	24.7131	24.776	24.83901	24.9971	25.25155
"2025-04-22 20:15:00"	23.63082	24.33816	24.776	24.83901	24.7131	24.74453	24.83901	24.9971	25.21963
"2025-04-22 20:30:00"	23.53964	24.24505	24.7131	24.80749	24.74453	24.776	24.83901	24.9971	25.25155
"2025-04-22 20:45:00"	23.38818	24.1831	24.7131	24.83901	24.74453	24.776	24.83901	24.9971	25.25155
"2025-04-22 21:00:00"	23.26748	24.05963	24.6817	24.80749	24.776	24.80749	24.87057	24.9971	25.25155
"2025-04-22 21:15:00"	23.11721	23.99801	24.65032	24.80749	24.74453	24.80749	24.83901	24.9971	25.25155
