"TIMESTAMP"	"VWC_5cm"	"VWC_10cm"	"VWC_20cm"	"VWC_30cm"	"VWC_40cm"	"VWC_50cm"	"VWC_60cm"	"VWC_75cm"	"VWC_100cm"
"2025-04-24 00:00:00"	0.0306229	0.0525145	0.1615149	0.2119552	0.209538	0.3286478	0.3536593	0.3784712	0.3744246
"2025-04-24 00:15:00"	0.0316653	0.0554209	0.159254	0.211511	0.2094332	0.3287772	0.3529157	0.3784755	0.3753243
"2025-04-24 00:30:00"	0.0301308	0.0551633	0.161093	0.2137822	0.2073359	0.3277573	0.352478	0.3809096	0.3754737
"2025-04-24 00:45:00"	0.0331185	0.0530569	0.1632714	0.2149301	0.2063319	0.330904	0.3558563	0.3778403	0.3753405
"2025-04-24 01:00:00"	0.0327738	0.0541832	0.1629048	0.2133302	0.2107119	0.3299156	0.3542396	0.3812928	0.3740543
"2025-04-24 01:15:00"	0.0313527	0.0546547	0.1615457	0.2136211	0.2089633	0.3288675	0.3511885	0.3778112	0.374945
"2025-04-24 01:30:00"	0.0309314	0.0546347	0.1604223	0.2139952	0.2101113	0.3285976	0.3531873	0.3780063	0.3745659
"2025-04-24 01:45:00"	0.0302442	0.0554072	0.1614529	0.2120903	0.2094432	0.3285356	0.3551747	0.3803938	0.3755177
"2025-04-24 02:00:00"	0.0315244	0.0541532	0.1613184	0.2119792	0.2110687	0.3287365	0.3545047	0.3775081	0.3759213
"2025-04-24 02:15:00"	0.0311239	0.0543738	0.1611153	0.2118584	0.2092052	0.3306323	0.3539578	0.3780842	0.3759604
"2025-04-24 02:30:00"	0.0310062	0.0547073	0.1614928	0.2129622	0.2101829	0.32741	0.3542307	0.3807582	0.375062
"2025-04-24 02:45:00"	0.0321285	0.0536914	0.1630327	0.2118038	0.2101169	0.3267636	0.3526777	0.3796342	0.375102
"2025-04-24 03:00:00"	0.0301118	0.0552149	0.1624506	0.2137221	0.2096012	0.329117	0.3535067	0.3820866	0.3739651
"2025-04-24 03:15:00"	0.0328281	0.0547198	0.1598261	0.2137659	0.2100731	0.328283	0.3550382	0.377997	0.3758655
"2025-04-24 03:30:00"	0.0312099	0.0530168	0.1624077	0.2107626	0.2095897	0.3306049	0.3553052	0.379022	0.3745979
"2025-04-24 03:45:00"	0.032138	0.0550921	0.1620194	0.2132045	0.2118367	0.3296289	0.3523506	0.37793	0.3750196
"2025-04-24 04:00:00"	0.0309116	0.0516376	0.1607778	0.215168	0.2083578	0.3293612	0.3526146	0.3802522	0.3743351
"2025-04-24 04:15:00"	0.0301123	0.0549894	0.1612287	0.2138275	0.2082455	0.3289768	0.3524427	0.3810665	0.3754353
"2025-04-24 04:30:00"	0.0298643	0.0532095	0.1586794	0.2129784	0.2101613	0.3285229	0.3535747	0.3798164	0.3747199
"2025-04-24 04:45:00"	0.0301246	0.0526733	0.1618895	0.2104654	0.2105025	0.3279018	0.3519155	0.3799472	0.3757946
"2025-04-24 05:00:00"	0.0317964	0.0556023	0.1625283	0.2120841	0.2104275	0.3297363	0.3539276	0.3786972	0.3733578
